actorid,name.data,name.orig,name.orig.full,name.orig.fulleng,namechange,newname,newname.full.mt,newname.fulleng,org,dyadid,primary.party,osid,osvcoalition,osvcoalitionid,nsid,nscoalition,nscoalitionid,splinter,name.prev,actorid.prev,split.temp,name.split.temp,actorid.split.temp,alliance,name.alliance,actorid.alliance,join.group,group.name,actorid.group,location,gwno.loc,region,conflictid,origin,parent.org.subset,origin.name,origin.notes,ideology,ethnicity,religion,sources,delete,,
1180,Republic of Croatia,Republic of Croatia,,Republic of Croatia,0,,,,1,272,NA,NA,0,,"2-346, 2-345, 2-344",0,,0,,NA,0,,NA,0,,,0,,NA,Serbia (Yugoslavia),345,1,1-190,regional government,0,,,Secessionist,Croatian,Christian (Catholic),UCDP,,,
1181,Republic of Nagorno-Karabakh,Republic of Nagorno-Karabakh,,Republic of Nagorno-Karabakh,0,,,,1,361,NA,1181,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Azerbaijan,373,1,1-193,regional government,0,,,Irredentist,Armenian,Christian (Orthodox),UCDP,,,
1182,Serbian Republic of Bosnia-Herzegovina,Serbian Republic of Bosnia-Herzegovina,,Serbian Republic of Bosnia-Herzegovina,0,,,,1,292,NA,1182,1,534601,2-343,0,,0,,NA,0,,NA,0,,,0,,NA,Bosnia-Herzegovina,346,1,1-194,regional government,0,,,Secessionist,Bosnian,Islam (Sunni),UCDP,,,
1183,Serbian Republic of Krajina,Serbian Republic of Krajina,Republika Srpska Krajina,Serbian Republic of Krajina,0,,,,1,303,NA,NA,0,,2-346,0,,0,,NA,0,,NA,0,,,0,,NA,"Serbia (Yugoslavia), Croatia","345, 344",1,1-195,regional government,0,,,Secessionist,Serbian,Christian (Orthodox),UCDP,,,
1184,al-Gama'a al-Islamiyya,al-Gama'a al-Islamiyya,al-Gama'a al-Islamiyya,Islamic Group,0,,,,1,241,NA,1184,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Egypt,651,2,1-196,student organization,0,al-Gama'a al-Islamiyya,,Islamist,Arab,Islam (Sunni),UCDP,,,
1185,Republic of Abkhazia,Republic of Abkhazia,,Republic of Abkhazia,0,,,,1,259,NA,1185,0,,"2-203, 2-204",0,,0,,NA,0,,NA,0,,,0,,NA,Georgia,372,1,1-197,regional government,0,,,Secessionist,Abkhazian,None,UCDP,,,
1186,Republic of South Ossetia,South Ossetian Soviet Democratic Republic ,,South Ossetian Soviet Democratic Republic ,1,Republic of South Ossetia,Respublika Yuzhnaya Osetiya ,Republic of South Ossetia,1,297,NA,NA,0,,2-278,0,,0,,NA,0,,NA,0,,,0,,NA,"Russia (Soviet Union), Georgia","365, 372",1,1-198,regional government,0,,,Irredentist,Russian,None,UCDP,,,
1187,PMR,PMR,Pridnistrovs'ka Moldavs'ka Respublika,Dniestr Republic,0,,,,1,367,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Moldova,359,1,1-199,regional government,0,,,Secessionist,Russian,Christian (Orthodox),UCDP,,,
1188,UTO,UTO,,United Tajik Opposition,0,,,,1,353,NA,NA,0,,2-479,0,,0,,NA,0,,NA,0,,,0,,NA,Tajikistan,702,3,1-200,alliance - political parties,0,IRP; Democratic Party; Rastokhez,Alliance of several disparate political parties,Anti-Communist,Tajik,Islam (Sunni),UCDP,,,
1189,Forces of Khudoberdiyev,Forces of Khudoberdiyev,,Forces of Khudoberdiyev,0,,,,1,415,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Tajikistan,702,3,1-200,splinter,1,UTO,Faction broke off in opposition to power sharing agreement,Anti-Communist,Tajik,Islam (Sunni),UCDP,,,
1190,Military faction (forces of Suret Husseinov),Military faction (forces of Suret Husseinov),,Military faction (forces of Suret Husseinov),0,,,,1,362,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Azerbaijan,373,1,1-201,military faction,1,Azerbaijan Army,,Coup,Azeri,None,UCDP,,,
1191,OPON Forces,OPON Forces,Otryad Policija Osobogo Naznacenija,Special Police Brigade,0,,,,1,407,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Azerbaijan,373,1,1-201,military faction,1,Azerbaijan Special Police (OPON),,Coup,Azeri,None,UCDP,,,
1192,Autonomous Province of Western Bosnia,Autonomous Province of Western Bosnia,,Autonomous Province of Western Bosnia,0,,,,1,294,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Bosnia-Herzegovina,346,1,1-202,government faction,1,Force of Fikret Abdic,"Abdic was member of Bosnian presidency, but pursued autonomy for a small fiefdom to protect his business interests",Autonomy,Mixed,Mixed,UCDP,,,
1193,Croatian Republic of Bosnia-Herzegovina,Croatian Republic of Bosnia-Herzegovina,,Croatian Republic of Bosnia-Herzegovina,0,,,,1,293,NA,1193,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Bosnia-Herzegovina,346,1,1-203,political party,0,Croatian Democratic Union,,Autonomy,Croatian,Christian (Catholic),"UCDP, Wikipedia",,,
1194,Parliamentary Forces,Parliamentary Forces,,Parliamentary Forces,0,,,,1,350,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Russia (Soviet Union),365,1,1-204,alliance - political parties,0,"After Yeltsin decreed constitutional reforms that reduced parliamentary power, deputies protested and their supporters took up arms",,Political Grievance,Russian,Christian (Orthodox),UCDP,,,
1195,Chechen Republic of Ichkeria,Chechen Republic of Ichkeria,,Chechen Republic of Ichkeria,0,,,,1,348,NA,1195,0,,"2-275, 2-276",0,,0,,NA,0,,NA,0,,,0,,NA,Russia (Soviet Union),365,1,1-206,political party,0,All-National Congress of the Chechen People,Pro-secession party declared itself government,Secessionist,Chechen,Islam (Sunni),"UCDP, Wikipedia",,,
1196,Democratic Republic of Yemen,Democratic Republic of Yemen,,Democratic Republic of Yemen,0,,,,1,375,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Yemen (North Yemen),678,2,1-207,government faction,1,,Southern members of unity govt protested declining status,Secessionist,Arab,Islam (Sunni),UCDP,,,
1197,MQM,MQM,Mohajir Qaumi Mahaz,Mohajir National Movement,1,MQM,Muttahida Qaumi Mahaz,United National Movement,1,340,NA,NA,0,,2-269,0,,0,,NA,0,,NA,0,,,0,,NA,Pakistan,770,3,1-209,student organization,0,All Pakistan Muhajir Student Organization,,Ethnic Grievances,Mohajir,None,"UCDP, Wikipedia",,,
1199,TTP,TTP,Tehrik-i-Taliban Pakistan,Taleban Movement of Pakistan,0,,,,1,768,NA,1199,0,,"2-391, 2-90, 2-104, 2-11342, 2-390, 2-418, 2-459, 2-464, 2-12393",0,,0,,NA,0,,NA,0,,,0,,NA,Pakistan,770,3,1-209,alliance,0,,Alliance of several Islamist groups that had participated in Afghan conflict,Islamist,Pashtun,Islam (Sunni),Wikipedia,,,
1200,UCK,UCK,Ushtria ê_lirimtare ê_ kosovê_s,Kosovo Liberation Army,0,,,,1,295,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Serbia (Yugoslavia),345,1,1-218,secessionist organization,1,Republic of Bosnia Army,Albanians who fought for Bosnian independence turned their attention to Kosovar independence,Secessionist,Albanian,Islam (Sunni),Wikipedia,,,
1201,Wahhabi movement of the Buinaksk district,Wahhabi movement of the Buinaksk district,,Wahhabi movement of the Buinaksk district,0,,,,1,368,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Russia (Soviet Union),365,1,1-220,religious organization,0,Islamic Legion,May have also had support from regional government,Islamist,Avar,Islam (Salafi),Wikipedia,,,
1202,IMU,IMU,,Islamic Movement of Uzbekistan,0,,,,1,"10961, 363, 809",NA,NA,0,,Feb-87,0,,0,,NA,0,,NA,0,,,0,,NA,"Uzbekistan, Tajikistan, Pakistan","704, 702, 770",3,"1-200, 1-209, 1-221",religious organization,0,Adolat,,Islamist,Uzbek,Islam (Sunni),UCDP,,,
1203,JIG,JIG,,Jihad Islamic Group,0,,,,1,444,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uzbekistan,704,3,1-221,splinter,1,IMU,Veterans of IMU formed new group after defeat,Islamist,Uzbek,Islam (Sunni),UCDP,,,
1204,UCK,UCK,Ushtria ê_lirimtare ê_ kombê_tare,National Liberation Army,0,,,,1,341,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,"Macedonia, FYR",343,1,1-223,transnational militant organization,0,UCK,The UCK of Kosovo turned attention to Albanians in Macedonia,Secessionist,Albanian,Islam (Sunni),Wikipedia,,,
1205,ABSU,ABSU,,All Bodo Student_‹_s Union,0,,,,1,309,NA,1205,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-227,student organization,0,ABSU,,Secessionist,Bodo,None,UCDP,,,
1206,NDFB,BdSF,,Bodo Security Force,1,NDFB,,National Democratic Front for Bodoland,1,313,NA,1206,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-227,militia,0,Bodo Security Force,,Secessionist,Bodo,Christian,Wikipedia,,,
1207,UWSA,UWSA,,United Wa State Army,0,,,,1,321,NA,NA,0,,"2-248, 2-146",0,,1,CPB,1023,0,,NA,0,,,0,,NA,"Myanmar (Burma), Thailand","775, 800",3,1-228,splinter,1,CPB,,Secessionist,Wa,None,UCDP,,,
1208,Patani insurgents,Patani insurgents,,Patani insurgents,0,,,,1,472,NA,1208,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Thailand,800,3,1-248,alliance,0,BNPP; BRN; PULO,Blanket term for several separatists militias with varying commitments to Islamism,Secessionist,Malay,Islam (mixed),"UCDP, Wikipedia",,,
1209,Hezbollah,Hezbollah,Hezbollah,Party of God,0,,,,1,643,NA,NA,0,,"2-234, 2-236, 2-82, 2-12362, 2-12337, 2-14367",0,,0,,NA,0,,NA,0,,,0,,NA,"Israel, Lebanon, Syria","666, 660, 652",2,1-251,splinter,1,Amal,Former members of Amal created more pro-Shiite faction following Lebanese civil war,Anti-occupation; Islamist,Arab,Islam (Shiite),UCDP,,,
1210,Forces of the Caucasus Emirate,Forces of the Caucasus Emirate,,Forces of the Caucasus Emirate,0,,,,1,773,NA,1210,0,,,0,,1,Chechen Republic of Ichkeria,1195,0,,NA,0,,,0,,NA,Russia (Soviet Union),365,1,1-257,splinter,1,Chechen Republic of Ichkeria,,Secessionist; Islamic State,Mixed,Islam (Sunni),UCDP,,,
1212,PULF,PULF,,People's United Liberation Front,0,,,,1,772,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-259,militia,0,PULF,,Islamic State; Ethnic Grievances,,Islam (Sunni),UCDP,,,
1213,Croatian irregulars,Croatian irregulars,,Croatian irregulars,0,,,,1,"273, 301",NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,"Serbia (Yugoslavia), Bosnia-Herzegovina","345, 346",1,"1-190, 1-203",militia,0,,Right wing militias,Secessionist,Croatian,Christian (Catholic),UCDP,,,
1214,Serbian irregulars,Serbian irregulars,,Serbian irregulars,0,,,,1,"291, 300",NA,1214,1,534601,,0,,0,,NA,0,,NA,0,,,0,,NA,"Bosnia-Herzegovina, Croatia","346, 344",1,"1-194, 1-195",foreign intervention,0,,Serbia set up Serbian militias in Bosnia and Croatia,Irredentist,Serbian,Christian (Catholic),UCDP,,,
1244,Lashkar-e-Islam,Lashkar-e-Islam,Lashkar-e-Islam,Army of Islam,0,,,,1,844,NA,1244,0,,"2-449, 2-473, 2-418, 2-475, 2-450, 2-16",0,,0,,NA,0,,NA,0,,,0,,NA,Pakistan,770,3,1-209,religious organization,0,Lashkar-e-Islam,,Islamist,Pashtun,Islam (Sunni),UCDP,,,
1251,State of Katanga,State of Katanga,ê_tat du Katanga,State of Katanga,0,,,,1,587,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-68,political party,0,CONAKAT,,Secessionist,Bantu,Christian,"UCDP, Wikipedia",,,
1252,Independent Mining State of South Kasai,Independent Mining State of South Kasai,ê_tat minier du Sud-Kasaêè,Independent Mining State of South Kasai,0,,,,1,588,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-69,anti-colonial,0,MNC-K,,Secessionist,Bantu,Christian,WIkipedia,,,
1253,Military faction (forces of Mengistu Neway),Military faction (forces of Mengistu Neway),,Military faction (forces of Mengistu Neway),0,,,,1,755,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,Jan-70,military faction,1,Ethiopian Army,,Coup,Ethiopian,None,UCDP,,,
1254,EPRP,EPRP,,Ethiopian People_‹_s Revolutionary Party,0,,,,1,50,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,Jan-70,political party,0,EPRP,,Communist,Ethiopian,None,UDP,,,
1255,TPLF,TPLF,,Tigrean People_‹_s Liberation Front,0,,,,1,46,NA,NA,0,,,0,,0,,NA,0,,NA,1,EPRDF,1259,0,,NA,Ethiopia,530,4,Jan-70,student organization,0,TPLF,,Communist,Ethiopian,None,UCDP,,,
1256,EDU,EDU,,Ethiopian Democratic Union,0,,,,1,754,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,Jan-70,deposed government,0,Members of Selassie I regime,,Monarchy Restoration,Ethiopian,None,UCDP,,,
1257,EPDM,EPDM,,Ethiopian People_‹_s Democratic Movement,0,,,,1,47,NA,NA,0,,,0,,1,EPRP,1254,0,,NA,1,EPRDF,1259,0,,NA,Ethiopia,530,4,Jan-70,splinter,1,EPRP,,Communist,Ethiopian,None,UCDP,,,
1258,Military faction (forces of Amsha Desta and Merid Negusie),Military faction (forces of Amsha Desta and Merid Negusie),,Military faction (forces of Amsha Desta and Merid Negusie),0,,,,1,49,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,Jan-70,military faction,1,Ethiopian Army,,Coup,Ethiopian,None,UCDP,,,
1259,EPRDF,EPRDF,,Ethiopian People_‹_s Revolutionary Democratic Front,0,,,,1,48,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,Jan-70,alliance,0,TPLF; EPDM,,Communist,Ethiopian,None,UCDP,,,
1260,ELF,ELF,,Eritrean Liberation Front,0,,,,1,667,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,Jan-78,exiles/diaspora,0,,Students in Cairo formed leadership,Secessionist,Eritrean,None,Wikipedia,,,
1261,EPLF,EPLF,,Eritrean People_‹_s Liberation Front,0,,,,1,53,NA,NA,0,,,0,,1,ELF,1260,0,,NA,0,,,0,,NA,Ethiopia,530,4,Jan-78,splinter,1,ELF,,Secessionist,Eritrean,None,UCDP,,,
1264,SSLM,Anya Nya,Anya Nya,Anya Nya,1,SSLM,,Southern Sudanese Liberation Movement,1,676,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Sudan,625,4,Jan-85,military faction,1,Sudanese Army,,Secessionist,Mixed,Mixed,UCDP,,,
1265,CNL,CNL,Conseil national de libê©ration,National Liberation Council,0,,,,1,679,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-86,exiles/diaspora,0,CNL,,Socialist,Mixed,Mixed,UCDP,,,
1266,Military Faction (Forces of Jean Schramme),Military Faction (Forces of Jean Schramme),,Military Faction (Forces of Jean Schramme),0,,,,1,680,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-86,mercenaries,0,,,Restore Government,Mixed,Mixed,UCDP,,,
1267,FLNC,FLNC,Front de libê©ration nationale congolais,Congolese National Liberation Front,0,,,,1,681,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-86,secessionist organization,0,State of Katanga,"Former Katangan separatists first fought in Angolan civil war, then returned to DRC",Regime Change,Lunda,None,Wikipedia,,,
1268,AFDL,AFDL,Alliance des Forces dê©mocratiques pour la libê©ration du Congo-Kinshasa,"Alliance of Democratic Forces for the Liberation of Congo-Kinshasa",0,,,,1,39,NA,1268,0,,"2-182, 2-181",0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-86,alliance,0,Coalition of DRC rebels and foreign militaries,,,Mixed,Mixed,"UCDP, Wikipedia",,,
1269,MLC,MLC,Mouvement pour la Libê©ration du Congo,Movement for the Liberation of Congo,0,,,,1,41,NA,1269,1,"549001, 549007",2-138,1,549001,1,FLC,2109,0,,NA,1,FLC,2109,0,,NA,DR Congo (Zaire),490,4,Jan-86,splinter,1,FLC,,Regime Change,NA,NA,UCDP,,,
1270,RCD,RCD,Rassemblement Congolais pour la Dê©mocratie,Congolese Rally for Democracy,0,,,,1,40,NA,1270,0,,"2-135, 2-136, 2-189, 2-484, 2-188",0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-86,alliance - political parties,0,RCD,,Democracy,Mixed,Mixed,UCDP,,,
1272,CNDP,CNDP,Congrê‘s National pour la Dê©fense du Peuple,National Congress for the Defence of the People,0,,,,1,646,NA,1272,0,,Feb-38,0,,0,,NA,0,,NA,0,,,0,,NA,DR Congo (Zaire),490,4,Jan-86,splinter,1,RCD,Nkunda was unhappy with peace agreement,Ethnic Grievances,Banyamulenge,None,UCDP,,,
1273,Military faction (forces loyal to Lê©on M'Ba),Military faction (forces loyal to Lê©on M'Ba),,Military faction (forces loyal to Lê©on M'Ba),0,,,,1,583,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Gabon,481,4,Jan-87,military faction,1,Gabon Army,,Coup,NA,NA,UCDP,,,
1275,Military faction (forces loyal to Gervais Nyangoma),Military faction (forces loyal to Gervais Nyangoma),,Military faction (forces loyal to Gervais Nyangoma),0,,,,1,485,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Burundi,516,4,Jan-90,military faction,1,Burundi Army,,Coup; Ethnic Grievances,Hutu,None,UCDP,,,
1276,Palipehutu,Palipehutu,Parti pour la libê©ration du peuple Hutu,Party for the Liberation of the Hutu People,0,,,,1,11,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Burundi,516,4,Jan-90,political party,0,Palipehutu,,Ethnic Grievances,Hutu,None,UCDP,,,
1277,CNDD,CNDD,Conseil national pour la dê©fense de la dê©mocratie,National Council for the Defense of Democracy,0,,,,1,12,NA,1277,0,,2-393,0,,0,,NA,0,,NA,0,,,0,,NA,"Burundi, DR Congo (Zaire), Tanzania","516, 490, 510",4,Jan-90,militia,0,CNDD,,Ethnic Grievances,Hutu,None,UCDP,,,
1278,Palipehutu-FNL,Palipehutu-FNL,Parti pour la libê©ration du peuple Hutu-Forces nationales de libê©ration,Party for the Liberation of the Hutu People-Forces for National Liberation,0,,,,1,15,NA,1278,0,,"2-37, 2-130, 2-393, 2-170",0,,1,Palipehutu,1276,0,,NA,0,,,0,,NA,"Tanzania, Burundi, DR Congo (Zaire)","510, 516, 490",4,Jan-90,splinter,1,Palipehutu,,Ethnic Grievances,Hutu,None,UCDP,,,
1279,Frolinat,Frolina,Front pour la libê©ration nationale,National Liberation Front,0,,,,1,13,NA,NA,0,,,0,,1,Palipehutu,1276,0,,NA,0,,,0,,NA,Burundi,516,4,Jan-90,splinter,1,Palipehutu,,Ethnic Grievances,Hutu,None,UCDP,,,
1280,CNDD-FDD ,CNDD-FDD ,Conseil national pour la dê©fense de la dê©mocratie-Forces pour la dê©fense de la dê©mocratie,National Council for the Defense of Democracy-Forces for the Defense of Democracy,0,,,,1,14,NA,1280,0,,"2-37, 2-188, 2-189",1,"549010, 549024",1,CNDD,1277,0,,NA,0,,,0,,NA,"Burundi, DR Congo (Zaire)","516, 490",4,Jan-90,splinter,1,CNDD,,Ethnic Grievances,Hutu,None,UCDP,,,
1281,Frolinat,Frolinat,Front de libê©ration national du Chad,National Liberation Front of Chad,0,,,,1,656,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,alliance - political parties,0,UNT;  UGFT,,Religious Grievance,Chadian,Islam (Sunni),Wikipedia,,,
1282,First Liberation Army,First Liberation Army,,First Liberation Army,0,,,,1,658,NA,NA,0,,,0,,1,Frolinat,1281,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,splinter,1,Frolinat,,Religious Grievance,Chadian,Islam (Sunni),UCDP,,,
1283,Second Liberation Army,Second Liberation Army,,Second Liberation Army,0,,,,1,659,NA,NA,0,,,0,,1,Frolinat,1281,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,splinter,1,Frolinat,,Religious Grievance,Chadian,Islam (Sunni),UCDP,,,
1284,FAN,FAN,Forces armê©es du nord,Armed Forces of the North,0,,,,1,660,NA,NA,0,,,0,,1,Second Liberation Army,1283,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,splinter,1,Second Liberation Army,,Religious Grievance,Chadian,Islam (Sunni),UCDP,,,
1285,FAP,FAP,Forces armê©es populaires,People_‹_s Armed Forces,0,,,,1,661,NA,NA,0,,,0,,1,Second Liberation Army,1283,0,,NA,1,GUNT,1287,0,,NA,Chad,483,4,Jan-91,splinter,1,Second Liberation Army,,Religious Grievance,Chadian,Islam (Sunni),UCDP,,,
1286,FAT,FAT,Forces Armê©es Tchadiennes,Chadian Armed Forces,0,,,,1,662,NA,NA,0,,,0,,0,,NA,0,,NA,1,GUNT,1287,0,,NA,Chad,483,4,Jan-91,deposed government,0,FAT,,Restore Government,Chadian,None,Wikipedia,,,
1287,GUNT,GUNT,Gouvernement d_‹_union nationale de transition,Transitional Government of National Unity,0,,,,1,663,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,alliance,0,FAN; FAT; FAP,,Restore Government,Chadian,None,Wikipedia,,,
1288,Islamic Legion,Islamic Legion,,Islamic Legion,0,,,,1,20,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,foreign intervention,0,Islamic Legion,,Foreign Interests,Chadian,Islam (Sunni),Wikipedia,,,
1289,Revolutionary Forces of 1 April ,Revolutionary Forces of 1 April ,,Revolutionary Forces of 1 April ,0,,,,1,18,NA,NA,0,,,0,,0,,NA,0,,NA,1,MPS,1291,0,,NA,Chad,483,4,Jan-91,military faction,1,Revolutionary Forces of 1 April ,,Coup,Chadian,None,UCDP,,,
1290,MOSANAT,MOSANAT,Mouvement pour le salut national du Chad,Movement for the National Salvation of Chad,0,,,,1,19,NA,NA,0,,,0,,0,,NA,0,,NA,1,MPS,1291,0,,NA,Chad,483,4,Jan-91,military faction,1,MOSANAT,,Ethnic Grievances,Hadjerai,None,"Human Rights Watch, Chad: The Victims of Hissen Habre",,,
1291,MPS,MPS,Mouvement patriotique du salut,Patriotic Salvation Movement,0,,,,1,23,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,alliance,0,MOSANAT; Revolutionary Forces of 1 April ,,Regime Change,Chadian,None,UCDP,,,
1292,MDD,MDD,Mouvement pour la dê©mocratie et le dê©velopment,Movement for Democracy and Development,0,,,,1,25,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,deposed government,0, Forces loyal to Hisene Habre,,Restore Government,Chadian,None,UCDP,,,
1293,CNR,CNR,Comitê© national de redressement,National Council for Recovery,0,,,,1,22,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,military faction,1,Forces loyal to Abbas Koty,,Democracy,Chadian,None, UCDP,,,
1294,CSNPD,CSNPD,Conseil de salut national pour la paix et la dê©mocratie,Committee of National Revival for Peace and Democracy,0,,,,1,21,NA,1294,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,military faction,1,Forces of Moise Kette,,Autonomy,Chadian,None,Fearon & Laitin narratives http://web.stanford.edu/group/ethnic/Random%20Narratives/ChadRN2.6.pdf,,,
1295,Military faction (forces of Maldoum Bada Abbas),Military faction (forces of Maldoum Bada Abbas),,Military faction (forces of Maldoum Bada Abbas),0,,,,1,777,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,military faction,1,Military faction (forces of Maldoum Bada Abbas),,Coup,Chadian,None,UCDP,,,
1296,FNT,FNT,Front national tchadien,Chad National Front,0,,,,1,24,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,NA,NA,,,Islamic State,Chadian,Islam (Sunni),UCDP,,,
1297,FARF,FARF,Forces armê©es pour la Rê©publique fê©dê©rale,Armed Forces of the Federal Republic,0,,,,1,26,NA,1297,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,splinter,1,CSNPD,,Autonomy,Chadian,None,UCDP,,,
1298,MDJT,MDJT,Mouvement pour la dê©mocratie et la justice au Tchad,Movement for Democracy and Justice in Chad,0,,,,1,27,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,government faction,1,Forces of Youssouf Togoimi,,Regime Change,Chadian,None,"UCDP, Wikipedia",,,
1299,FUCD,RDL,Rassemblement pour la Dê©mocratie et la Libertê©,Rally for Democray and Liberty,1,FUCD,Front Unique pour le changement dê©mocratique,United Front for Democratic Change,1,455,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Chad,483,4,Jan-91,alliance,0,RDL; SCUD,,Regime Change,Chadian,NA,UCDP,,,
1300,RAFD,RAFD,Rassemblement des Forces dê©mocratiques,Rally of Democratic Forces,0,,,,1,633,NA,NA,0,,,0,,1,AN ,1577,0,,NA,1,"AN, UFR","1577, 1953",0,,NA,Chad,483,4,Jan-91,splinter,1,AN,,Regime Change,Chadian,None,UCDP,,,
1301,CDR,CDR,Conseil dê©mocratique rê©volutionnaire,Revolutionary Democratic Council,0,,,,1,664,NA,NA,0,,,0,,1,GUNT,1287,0,,NA,1,UFDD,1302,0,,NA,Chad,483,4,Jan-91,splinter,1,Frolinat,,Religious Grievance,Chadian,Islam (Sunni),WIkipedia,,,
1302,UFDD,UFDD,Union des Forces pour la Dê©mocratie et le Dê©veloppement,Union Force for Democracy and Development ,0,,,,1,634,NA,NA,0,,,0,,1,AN ,1577,0,,NA,1,"AN, UFR","1577, 1953",0,,NA,Chad,483,4,Jan-91,alliance,0,FUCD,,Regime Change,Chadian,None,UCDP,,,
1303,NLC,NLC,,National Liberation Council,0,,,,1,502,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ghana,452,4,Jan-98,military faction,1,Ghana Army,,Coup,Ghanaian,None,UCDP,,,
1304,Military faction (forces of Jerry John Rawlings),Military faction (forces of Jerry John Rawlings),,Military faction (forces of Jerry John Rawlings),0,,,,1,503,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ghana,452,4,Jan-98,military faction,1,Ghana Army,,Coup,Ghanaian,None,UCDP,,,
1305,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) ,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) ,,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) ,0,,,,1,504,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ghana,452,4,Jan-98,military faction,1,Ghana Army,,Coup,Ghanaian,None,UCDP,,,
1306,Military faction (forces of Patrick Nzeogwu),Military faction (forces of Patrick Nzeogwu),,Military faction (forces of Patrick Nzeogwu),0,,,,1,494,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Nigeria,475,4,1-100,military faction,1,Nigerian Army,,Coup,Nigerian,None,UCDP,,,
