"actorid","name.data","name.orig","name.orig.full","name.orig.fulleng","namechange","newname","newname.full.mt","newname.fulleng","org","dyadid","primary.party","osid","osvcoalition","osvcoalitionid","nsid","nscoalition","nscoalitionid","splinter","name.prev","actorid.prev","split.temp","name.split.temp","actorid.split.temp","alliance","name.alliance","actorid.alliance","join.group","group.name","actorid.group","location","gwno.loc","region","conflictid","origin"
1407,"Forces of Francois Bozize","Forces of Francois Bozize","","Forces of Francois Bozize",0,"","","",1,"287",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Central African Republic","482","4","1-222",NA
1408,"UFDR","UFDR","Union des Forces démocratiques pour le rassemblement","Union of Democratic Forces for Unity",0,"","","",1,"628",NA,NA,0,"","2-451",0,"",0,"",NA,0,"",NA,1,"Seleka","2044",0,"",NA,"Central African Republic","482","4","1-222",NA
1409,"MJP","MJP","Mouvement pour la justice et la paix","Movement for Justice and Peace",0,"","","",1,"245",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"FRCI","1412",0,"",NA,"Ivory Coast","437","4","1-225",NA
1410,"MPCI","MPCI","Mouvement Patriotique de la Côte d’Ivoire","Patriotic Movement of Ivory Coast",0,"","","",1,"89",NA,1410,0,"","",0,"",0,"",NA,0,"",NA,1,"FRCI","1412",0,"",NA,"Ivory Coast","437","4","1-225",NA
1411,"MPIGO","MPIGO","Mouvement Populaire Ivorian du Grand Ouest","Ivorian Movement for the Greater West",0,"","","",1,"91",NA,1411,0,"","",0,"",0,"",NA,0,"",NA,1,"FRCI","1412",0,"",NA,"Ivory Coast","437","4","1-225",NA
1412,"FRCI","FN","Forces Nouvelles","New Forces",1,"FRCI","Forces Républicaines de Côte d'Ivoire","Republican Forces of Ivory Coast",1,"439",NA,1412,0,"","2-58, 2-59",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ivory Coast","437","4","1-225","alliance"
1413,"Ahlul Sunnah Jamaa","Ahlul Sunnah Jamaa","Ahlul Sunnah Jamaa","Followers of the Prophet",0,"","","",1,"446",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Nigeria","475","4","1-249",NA
1414,"NDPVF","NDPVF","","Niger Delta People’s Volunteer Force",0,"","","",1,"473",NA,NA,0,"","2-123",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Nigeria","475","4","1-250",NA
1415,"BDK","BDK","Bundu dia Kongo","Kingdom of Kongo",0,"","","",1,"651",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire)","490","4","1-254",NA
1416,"MNJ","MNJ","Mouvement des Nigériens pour la Justice","Niger Movement for Justice",0,"","","",1,"749",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Niger","436","4","1-255",NA
1417,"POLISARIO","POLISARIO","Frente popular de liberación de Saguia el Hamra y Rio de Oro","Popular Front for the Liberation of Saguia el Hamra and Rio de Oro",0,"","","",1,"745, 98",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Morocco, Mauritania","600, 435","4","1-135, 1-253",NA
1418,"UPC","UPC","Union des populations camerounaises","Union of the Populations of Cameroon",0,"","","",1,"692, 713",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Cameroon","471","4","1-158, 1-57",NA
1420,"FNLA","UPA","União do Populacoes Angolanas","Union of Angolan Peoples",1,"FNLA","Frente nacional da libertação de Angola","National front for the Liberation of Angola",1,"568, 739",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Angola","540","4","1-131, 1-66",NA
1421,"UNITA","UNITA","União nacional para a independência total de Angola","National Union for the Total Independence of Angola",0,"","","",1,"7, 740",NA,1421,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Angola, Namibia, Zambia","540, 565, 551","4","1-131, 1-66",NA
1577,"AN ","AN ","Alliance nationale ","National Alliance",0,"","","",1,"767",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1578,"Al-Shabaab","Al-Shabaab","","Al-Shabaab",0,"","","",1,"770",NA,1578,0,"","2-363, 2-10, 2-350, 2-443",0,"",1,"ARS/UIC",1355,0,"",NA,0,"","",0,"",NA,"Ethiopia, Somalia, Uganda, Kenya, Djibouti","530, 520, 500, 501, 522","4","1-141","splinter"
1580,"Popular Revolutionary Movement","Popular Revolutionary Movement","","Popular Revolutionary Movement",0,"","","",1,"462",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Bolivia","145","5","1-1",NA
1581,"MNR","MNR","Movimiento nacionalista revolucionario","National Revolutionary Movement",0,"","","",1,"463",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Bolivia","145","5","1-1",NA
1582,"ELN","ELN","Ejército de liberatión nacional","National Liberation Army",0,"","","",1,"464",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Bolivia","145","5","1-1",NA
1583,"Opposition coalition (Febreristas, Liberals and Communists)","Opposition coalition (Febreristas, Liberals and Communists)","","Opposition coalition (Febreristas, Liberals and Communists)",0,"","","",1,"673",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Paraguay","150","5","1-22",NA
1584,"Military faction (forces of Alfredo Stroessner)","Military faction (forces of Alfredo Stroessner)","","Military faction (forces of Alfredo Stroessner)",0,"","","",1,"671",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Paraguay","150","5","1-22","military faction"
1585,"Military faction (forces of Andres Rodriguez)","Military faction (forces of Andres Rodriguez)","","Military faction (forces of Andres Rodriguez)",0,"","","",1,"474",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Paraguay","150","5","1-22","military faction"
1586,"National Liberation Army","National Liberation Army","","National Liberation Army",0,"","","",1,"581",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Costa Rica","94","5","1-27",NA
1587,"Military faction","Military faction","","Military faction",0,"","","",1,"621",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Guatemala","90","5","1-36","military faction"
1588,"Forces of Carlos Castillo Armas","Forces of Carlos Castillo Armas","","Forces of Carlos Castillo Armas",0,"","","",1,"622",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Guatemala","90","5","1-36",NA
1589,"FAR I","FAR I","Fuerzas Armadas Rebeldes","Rebel Armed Forces",0,"","","",1,"624",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"URNG","1593",0,"",NA,"Guatemala","90","5","1-36",NA
1590,"FAR II","FAR II","Fuerzas Armadas Revolucionarias","Revolutionary Armed Forces",0,"","","",1,"694",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Guatemala","90","5","1-36",NA
1591,"EGP","EGP","Ejército guerilleros de los pobres","Guerilla Army of the Poor",0,"","","",1,"625",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"URNG","1593",0,"",NA,"Guatemala","90","5","1-36",NA
1592,"ORPA","ORPA","Organización revolucionaria del pueblo en armas","Revolultionary Organization of Armed People",0,"","","",1,"627",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"URNG","1593",0,"",NA,"Guatemala","90","5","1-36",NA
1593,"URNG","URNG","Unidad Revolucionaria nacional guatemalteca","Guatemalan National Revolutionary Unity",0,"","","",1,"228",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Guatemala","90","5","1-36","alliance"
1595,"M-26-7","Cuban Revolution Movement (Fidelistas)","","Cuban Revolution Movement (Fidelistas)",1,"M-26-7","Movimiento 26, de Julio","26th of July Movement",1,"600",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Cuba","40","5","1-45",NA
1596,"Cuban Revolutionary Council","Cuban Revolutionary Council","","Cuban Revolutionary Council",0,"","","",1,"602",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Cuba","40","5","1-45",NA
1597,"Military faction (forces of Eduardo A. Lonardi Doucet)","Military faction (forces of Eduardo A. Lonardi Doucet)","","Military faction (forces of Eduardo A. Lonardi Doucet)",0,"","","",1,"590",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Argentina","160","5","1-50","military faction"
1598,"Military faction (colorados)","Military faction (colorados)","","Military faction (colorados)",0,"","","",1,"592",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Argentina","160","5","1-50","military faction"
1599,"ERP","ERP","Ejército revolucionario del pueblo","People’s Revolutionary Army",0,"","","",1,"594",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Argentina","160","5","1-50",NA
1600,"Montoneros","Montoneros","Montoneros","Montoneros",0,"","","",1,"593",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Argentina","160","5","1-50",NA
1601,"Military faction (navy)","Military faction (navy)","","Military faction (navy)",0,"","","",1,"672",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Venezuela","101","5","1-80","military faction"
1602,"Bandera Roja","Bandera Roja","Bandera Roja","Red Flag",0,"","","",1,"778",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Venezuela","101","5","1-80",NA
1603,"Military faction (forces of Hugo Chávez) ","Military faction (forces of Hugo Chávez) ","","Military faction (forces of Hugo Chávez) ",0,"","","",1,"475",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Venezuela","101","5","1-80","military faction"
1604,"FARC","Southern Bloc","Fuerzas armadas revolucionarias colombianas","Revolutionary Armed Forces of Colombia",1,"FARC","Fuerzas armadas revolucionarias colombianas","Revolutionary Armed Forces of Colombia",1,"237",NA,1604,0,"","2-23",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Colombia","100","5","1-92",NA
1605,"ELN","ELN","Ejército de Liberación Nacional","National Liberation Army",0,"","","",1,"342",NA,1605,0,"","2-177",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Colombia","100","5","1-92",NA
1606,"M-19","M-19","Movimiento 19 de Abril","19 April Movement",0,"","","",1,"495",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Colombia","100","5","1-92",NA
1607,"EPL","EPL","Ejército popular de liberación","People’s Liberation Army",0,"","","",1,"343",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Colombia","100","5","1-92",NA
1608,"Military faction (constitutionalists)","Military faction (constitutionalists)","","Military faction (constitutionalists)",0,"","","",1,"493",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Dominican Republic","42","5","1-93","military faction"
1609,"ELN","ELN","Ejército de la liberación nacional","National Liberation Army",0,"","","",1,"500",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Peru","135","5","1-95",NA
1610,"MIR","MIR","Movimiento de la izquierda revolucionaria","Movement of the Revolutionary Left",0,"","","",1,"499",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Peru","135","5","1-95",NA
1611,"Sendero Luminoso","Sendero Luminoso","Sendero Luminoso","Shining Path",0,"","","",1,"235",NA,1611,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Peru","135","5","1-95",NA
1612,"MRTA","MRTA","Movimiento revolucionario Tupac Amaru ","Tupac Amaru Revolutionary Movement",0,"","","",1,"319",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Peru","135","5","1-95",NA
1613,"Military faction (forces of Benjamin Mejia)","Military faction (forces of Benjamin Mejia)","","Military faction (forces of Benjamin Mejia)",0,"","","",1,"514",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"El Salvador","92","5","1-120","military faction"
1614,"ERP","ERP","Ejército revolucionario del pueblo","People’s Revolutionary Army",0,"","","",1,"510",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"FMLN","1616",0,"",NA,"El Salvador","92","5","1-120",NA
1615,"FPL","FPL","Fuerzas populares de liberación farabundo Marti","Farabundo Marti Popular Liberation Forces",0,"","","",1,"508",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"FMLN","1616",0,"",NA,"El Salvador","92","5","1-120",NA
1616,"FMLN","FMLN","Frente farabundo Marti para la liberación nacional","Farabundo Marti Front for National Liberation",0,"","","",1,"225",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"El Salvador","92","5","1-120","alliance"
1617,"MLN/Tupamaros","MLN/Tupamaros","Movimiento de liberación nacional/Tupamaros","Movement of National Liberation/Tupamaros",0,"","","",1,"491",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uruguay","165","5","1-123",NA
1618,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ","Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ","","Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",0,"","","",1,"490",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chile","155","5","1-125","military faction"
1619,"FSLN","FSLN","Frente Sandinista de liberación nacional","Sandinista National Liberation Front",0,"","","",1,"567",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Nicaragua","93","5","1-140",NA
1620,"Contras/FDN","Contras/FDN","Contras/Fuerzas democráticas nicaraguenses","Contras/Nicaraguan Democratic Forces",0,"","","",1,"231",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Nicaragua","93","5","1-140",NA
1621,"SLA","SLA","","Surinamese Liberation Army",0,"","","",1,"559",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Surinam","115","5","1-162",NA
1622,"Military faction (forces of Moisés Giroldi) ","Military faction (forces of Moisés Giroldi) ","","Military faction (forces of Moisés Giroldi) ",0,"","","",1,"461",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Panama","95","5","1-172","military faction"
1623,"Jamaat al-Muslimeen","Jamaat al-Muslimeen","Jamaat al-Muslimeen","Muslim Society",0,"","","",1,"219",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Trinidad and Tobago","52","5","1-183",NA
1624,"Military faction (forces of Himmler Rebu and Guy Francois) ","Military faction (forces of Himmler Rebu and Guy Francois) ","","Military faction (forces of Himmler Rebu and Guy Francois) ",0,"","","",1,"244",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Haiti","41","5","1-186","military faction"
1625,"Military faction (forces of Raol Cédras) ","Military faction (forces of Raol Cédras) ","","Military faction (forces of Raol Cédras) ",0,"","","",1,"251",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Haiti","41","5","1-186","military faction"
1626,"FLRN","FLRN","Front pour la Liberación et la Reconstruction Nationales","National Front for the Liberation of Haiti",0,"","","",1,"440",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Haiti","41","5","1-186",NA
1627,"OP Lavalas (Chimères) ","OP Lavalas (Chimères) ","OP Lavalas (Chimères) ","",0,"","","",1,"441",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Haiti","41","5","1-186",NA
1628,"EZLN","EZLN","Ejército Zapatista de liberación nacional","Zapatista National Liberation Army",0,"","","",1,"230",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mexico","70","5","1-205",NA
1629,"EPR","EPR","Ejercito Popular Revolucionario","Popular Revolutionary Army",0,"","","",1,"299",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mexico","70","5","1-205",NA
1630,"al-Qaida ","al-Qaida ","al-Qaida ","The Base",0,"","","",1,"360",NA,1630,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"United States of America, United Kingdom, Saudi Arabia","2, 670, 200","1, 2, 5","1-224",NA
1666,"PBCP","PBCP","Purbo Banglar Communist Party","East Bengal Communist Party",0,"","","",1,"838",NA,NA,0,"","2-168",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Bangladesh","771","3","1-275",NA
1746,"MNDAA","MNDAA","","Myanmar National Democratic Alliance Army ",0,"","","",1,"798",NA,NA,0,"","",0,"",1,"CPB",1023,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-264","splinter"
1747,"AQAP","AQAP","","al-Qaida in the Arabian Peninsula",0,"","","",1,"784",NA,NA,0,"","2-416",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Yemen (North Yemen)","678","2","1-33",NA
1756,"LNUP","LNUP","","Lahu National Unity Party",0,"","","",1,"797",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-265",NA
1757,"KNUP","KNUP","","Karen National United Party",0,"","","",1,"790",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-23",NA
1882,"Hizbul Islam","Hizbul Islam","Hizbul Islam","Islamic Party",0,"","","",1,"804",NA,NA,0,"","2-350, 2-428",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Somalia","520","4","1-141","alliance"
1932,"ALP","ALP","","Arakan Liberation Party",0,"","","",1,"795",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-25",NA
1933,"ANLP","ANLP","","Arakan National Liberation Party ",0,"","","",1,"801",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-25",NA
1934,"APLP","APLP","","Arakan People's Liberation Party ",0,"","","",1,"799",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-25",NA
1935,"Jama'atu Ahlis Sunna Lidda'awati wal-Jihad","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad","People Committed to Propagating the Prophet's Teachings and Jihad",0,"","","",1,"793",NA,1935,0,"","2-488, 2-12132",1,"543202",0,"",NA,0,"",NA,0,"","",0,"",NA,"Nigeria, Cameroon, Chad, Mali","475, 471, 483, 432","4","1-100",NA
1936,"CPA","CPA","","Communist Party of Arakan",0,"","","",1,"802",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-25",NA
1937,"CPJP","CPJP","Convention des patriotes pour la justice et la paix","Convention of Patriots for Justice and Peace ",0,"","","",1,"782",NA,NA,0,"","2-451",0,"",0,"",NA,0,"",NA,1,"Seleka","2044",0,"",NA,"Central African Republic","482","4","1-222",NA
1938,"SALF","SALF","","Somali Abo Liberation Front",0,"","","",1,"796",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-261",NA
1939,"SLM","SLM","","Sidama Liberation Movement",0,"","","",1,"791",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-262",NA
1940,"Ogaden Liberation Front","Ogaden Liberation Front","","Ogaden Liberation Front",0,"","","",1,"792",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-133",NA
1949,"Mujahid Party","Mujahid Party","","Mujahid Party",0,"","","",1,"800",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-25",NA
1950,"NDFB - RD","NDFB - RD","","National Democratic Front for Bodoland -  Ranjan Daimary faction",0,"","","",1,"785",NA,1950,0,"","",0,"",1,"NDFB",1206,0,"",NA,0,"","",0,"",NA,"India","750","3","1-227","splinter"
1951,"Rejectionist Front","Rejectionist Front","","Rejectionist Front",0,"","","",1,"780",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Israel","666","2","1-37",NA
1952,"RPF","RPF","","Rohingya Patriotic Front",0,"","","",1,"794",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-25",NA
1953,"UFR","UFR","Union des Forces de la Résistance ","Union of Forces for the Resistance",0,"","","",1,"783",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1976,"Ansarallah","al-Shabab al-Mumin","al-Shabab al-Mumin","The Believing Youth",1,"Ansarallah","Ansarallah","Supporters of God",1,"10855",NA,NA,0,"","2-416",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Yemen (North Yemen)","678","2","1-33",NA
1986,"TTP - TA","TTP - TA","Tehrik-i-Taliban Pakistan - Tariq Afridi faction","Taleban Movement of Pakistan - Tariq Afridi faction",0,"","","",1,"843",NA,NA,0,"","2-419, 2-450",0,"",0,"",NA,1,"TTP",1199,0,"","",0,"",NA,"Pakistan","770","3","1-209",NA
1992,"DKBA 5","DKBA 5","","Democratic Karen Buddhist Army Brigade 5",0,"","","",1,"805",NA,NA,0,"","",0,"",1,"DKBA",1646,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-23","splinter"
1993,"SSDM/A","SSDM/A","","South Sudan Defence Movement/Army",0,"","","",1,"808, 818",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan, South Sudan","625, 626","4","1-113, 1-270",NA
1997,"PFNR","PFNR","Front populaire pour la renaissance nationale","Popular Front for National Renaissance",0,"","","",1,"807",NA,NA,0,"","",0,"",1,"UFR",1953,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91","splinter"
1998,"Military faction (forces of Samuel Toranzo Calderón)","Military faction (forces of Samuel Toranzo Calderón)","","Military faction (forces of Samuel Toranzo Calderón)",0,"","","",1,"810",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Argentina","160","5","1-50","military faction"
2000,"IGLF","IGLF","","Issa and Gurgura Liberation Front",0,"","","",1,"811",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-268",NA
2007,"SSPP","SSPP","","Shan State Progress Party",0,"","","",1,"826",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-67",NA
2008,"SPLM/A-North","SPLM/A-North","","Sudan People's Liberation Movement-North",0,"","","",1,"812",NA,NA,0,"","",0,"",1,"SPLM/A",1312,0,"",NA,1,"SRF","2047",0,"",NA,"Sudan","625","4","1-113","splinter"
2009,"SSLM/A","SSLM/A","","South Sudan Liberation Movement/ Army",0,"","","",1,"813, 819",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan, South Sudan","625, 626","4","1-113, 1-270",NA
2010,"FDSI-CI","FDSI-CI","Forces de Défense et de Sécurité Impartiales de Côte d`Ivoire","Impartial Defense and Security Forces - Ivory Coast",0,"","","",1,"820",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ivory Coast","437","4","1-225",NA
2011,"NTC","NTC","","National Transitional Council",0,"","","",1,"823",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Libya","620","4","1-271",NA
2012,"Forces of Muammar Gaddafi","Forces of Muammar Gaddafi","","Forces of Muammar Gaddafi",0,"","","",1,"825",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Libya","620","4","1-271",NA
2013,"ALiR","ALiR","Armée pour la Libération du Rwanda","Army for the Liberation of Rwanda ",0,"","","",1,"128",NA,2013,0,"","2-170, 2-181, 2-189, 2-484",1,"549013, 549024",0,"",NA,0,"",NA,0,"","",1,"FDLR",1380,"DR Congo (Zaire), Rwanda, Burundi, Uganda","490, 517, 516, 500","4","1-179",NA
2014,"Republic of South Sudan","Republic of South Sudan","","Republic of South Sudan",0,"","","",1,"815",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-269",NA
2031,"BIFM","BIFF","Bangsamoro Islamic Freedom Fighters","Bangsamoro Islamic Freedom Fighters",1,"BIFM","Bangsamoro Islamic Freedom Movement","Bangsamoro Islamic Freedom Movement",1,"834",NA,NA,0,"","2-446",0,"",1,"MILF",1118,0,"",NA,0,"","",0,"",NA,"Philippines","840","3","1-112","splinter"
2041,"ETIM","ETIM","East Turkistan Islamic Movement","East Turkistan Islamic Movement",0,"","","",1,"830",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"China","710","3","1-273",NA
2042,"Ansar Dine","Ansar Dine","Ansar Dine","Defenders of the Faith",0,"","","",1,"835",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mali","432","4","1-274",NA
2043,"MNLA","MNLA","Mouvement national pour la libération de l'Azawad","National Movement for the Liberation of Azawad",0,"","","",1,"836",NA,NA,0,"","2-488, 2-489, 2-12589",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mali","432","4","1-177",NA
2044,"Seleka","Seleka","Seleka","Union",0,"","","",1,"832",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Central African Republic","482","4","1-222","alliance"
2045,"M23","M23","Mouvement du 23-Mars","March 23 Movement",0,"","","",1,"831",NA,2045,0,"","2-491, 2-12306",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire)","490","4","1-86",NA
2046,"MUJAO","MUJAO","Mouvement pour le Tawhîd et du Jihad en Afrique de l'Ouest","Movement for Unity and Jihad in West Africa",0,"","","",1,"845, 862",NA,NA,0,"","2-488, 2-489",1,"543202, 543203",1,"AQIM",1391,0,"",NA,1,"al-Murabitun","4376",0,"",NA,"Algeria, Mali","615, 432","4","1-191, 1-274","splinter"
2047,"SRF","SRF","Al-Jabhat Al-Thawriyat Al-Sudan","Sudan Revolutionary Front",0,"","","",1,"833",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113","alliance"
2048,"GNLA","GNLA","","Garo National Liberation Army ",0,"","","",1,"842",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"India","750","3","1-272",NA
2050,"Military faction (Red Berets)","Military faction (Red Berets)","Military faction (Red Berets)","Military faction (Red Berets)",0,"","","",1,"837",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mali","432","4","1-274","military faction"
2051,"PBCP-J","PBCP-J","","Purba Banglar Communist Party - Janajudhha faction",0,"","","",1,"839",NA,NA,0,"","",0,"",1,"PBCP",1666,0,"",NA,0,"","",0,"",NA,"Bangladesh","771","3","1-275","splinter"
2053,"BLF","BLF","","Baloch Liberation Front",0,"","","",1,"544",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Pakistan","770","3","1-129",NA
2073,"PFT","PFT","","Popular Front of Tajikistan",0,"","","",1,"848",NA,2073,0,"","2-479",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Tajikistan","702","3","1-200",NA
